county,town,village,type,comment,note
桃園市,_,_,2,,龜山區龍壽里、龍華里、迴龍里除外
桃園市,龜山區,龍壽里,3
桃園市,龜山區,龍華里,3
桃園市,龜山區,迴龍里,3
桃園市,八德區,大發里,1
桃園市,八德區,大明里,1
桃園市,龜山區,山頂里,1
新北市,林口區,_,2
新北市,泰山區,_,3,,大科里、黎明里除外
新北市,泰山區,大科里,2
新北市,泰山區,黎明里,2
新北市,五股區,_,3,成泰路一、二段以西區域及中興路四段
新北市,五股區,福德里,2
新北市,板橋區,_,3,溪崑地區
新北市,新莊區,_,3,中環路以西與新北大道以南
新北市,三峽區,_,1
新北市,鶯歌區,_,1
新北市,樹林區,_,3,民和街、信和街、德和街、中和街、吉祥街週一、週二限水,不含柑園地區及民和街、信和街、德和街、中和街、吉祥街
新北市,樹林區,東園里,1,,柑園地區
新北市,樹林區,西園里,1,,柑園地區
新北市,樹林區,南園里,1,,柑園地區
新北市,樹林區,北園里,1,,柑園地區
新北市,樹林區,柑園里,1,,柑園地區
新北市,土城區,_,1,中央路三段(承天路口以後)、四段、城林路、忠承路、承天路以南
新竹縣,湖口鄉,_,2
新竹縣,新豐鄉,_,2
